"","Dscrmn","Dffclt","Gussng"
"V1",3.51205662683404,2.11029978152173,0.0986867457515507
"V2",1.37360022098374,-0.112404813391516,0.173773941722359
"V3",0.692738180200113,-0.706670775143049,0.119011734943764
"V4",2.12131705832596,1.25503261696656,0.169895560556928
"V5",1.48835811100251,0.254963579737259,0.130360612582126
"V6",2.0270913525706,0.458431501304229,0.132673064612482
"V7",0.731831276613246,0.0860950705326575,0.00266822270055531
"V8",1.16527096319159,3.05057719618979,0.0782586891345107
"V9",1.79486329244436,0.724866741232102,0.345853661622619
"V10",1.27608635779852,1.40535467080388,0.15169092413318
"V11",1.98050253951083,1.04987046154035,0.0947892372389007
"V12",1.33069916356304,0.0461141097391389,0.0432168092663531
"V13",2.43769099268867,1.62841754279619,0.179186097966798
"V14",1.12023959351738,-0.555400941500263,0.0117755300736466
"V15",1.79875281725596,1.96839967202494,0.199943330148604
"V16",1.35754433500062,1.63198878086071,0.185009189100794
"V17",0.326427393288713,1.48012260130741,0.016880596205789
"V18",1.29898990495573,0.434096005092457,0.142994619435495
"V19",0.897234376032247,1.36089845975909,0.117048060071097
"V20",1.00280709483182,2.40045773002832,0.12339687089574
"V21",1.03677751709229,0.348758718400601,0.000351255167466352
"V22",0.734366484619857,-0.394434979468189,0.000715400076628241
"V23",1.49979995332747,0.552603254071082,0.151809531081011
"V24",1.80338673635801,1.502289853498,0.232530735629809
"V25",2.00611596357571,2.4867527681299,0.133391325714941
"V26",0.490950042405313,1.25987657626993,0.00406677462083073
"V27",0.602253851857651,1.15716284585911,0.0605509949218698
"V28",3.64565912928296,1.96202389790016,0.268483738841154
"V29",1.16444242600951,3.26905721030236,0.199085734319738
"V30",2.06084138225375,0.601083491723731,0.255661071183166
"V31",1.72373439339481,1.5955299936344,0.210855656012122
"V32",2.42210317057276,1.44014810844573,0.191773038706977
"V33",1.29900300524864,-0.0123819757237017,0.148919981921967
"V34",1.5641464105361,1.55212778340952,0.150707839824056
"V35",1.67104217851543,1.93383132499386,0.102678289452794
"V36",-0.377121434240144,-4.74303199001638,0.0418386349113372
"V37",0.706867356931876,0.175683817131223,0.00526227453087382
"V38",1.17541804820449,1.76242969982528,0.150511053508669
"V39",1.89421220476101,2.05299858054678,0.203734048944443
"V40",1.06679941883475,0.314563901716016,0.15817915489544
"V41",2.00716135135007,2.6248923626419,0.175974486671377
"V42",0.884620508191872,2.34207118792498,0.209909255171105
"V43",1.68771531254076,0.463735882182913,0.184979820638535
"V44",0.441010727677467,2.54222492856973,0.184119521103517
"V45",1.54546488091379,0.81276640778186,0.163160196790176
