"","Dscrmn","Dffclt","Gussng"
"V1",1.51240566885371,1.63819872415632,0.176862014555266
"V2",1.32584651866288,1.84543798529344,0.0846760504359638
"V3",-0.585297659090364,-4.16945258110742,0.0868854034734822
"V4",0.503178599046051,-0.0332864479514237,0.00127507174820576
"V5",2.95635234462923,2.15119770197938,0.0995137754078435
"V6",1.41011723254314,-0.010587933463857,0.176903079610168
"V7",0.673028270974488,-0.697086132200903,0.0716540733694998
"V8",2.14743504746521,1.36361992612287,0.176468085150649
"V9",1.92802199910143,2.08522701941333,0.199682715290592
"V10",1.14232043920231,1.52575859684398,0.144736881137203
"V11",0.337435865179747,1.43072301584254,0.00619866431210229
"V12",1.49895593917474,0.561990079364325,0.193531491139013
"V13",1.06039477081384,1.4251643816017,0.157642472152187
"V14",1.67619090797314,0.775546748490018,0.292493205206098
"V15",1.50405899607408,1.36925516243608,0.141319701461801
"V16",2.29736604394489,1.02454660479107,0.10328182368735
"V17",1.35547097603294,0.031047384218857,0.00180147120921011
"V18",2.59862311735826,1.63248238058869,0.181086002081657
"V19",1.15068300499453,-0.482147585904976,0.00621767147872324
"V20",0.85093725886089,2.03296410934742,0.204801335721543
"V21",1.59805240317017,0.250477708412191,0.153948698606468
"V22",1.10987663477154,2.34022382279874,0.32053134255933
"V23",1.71343931452007,0.721127716156792,0.176887643981318
"V24",1.20365466327343,2.35216028497864,0.147164988855278
"V25",1.08236904350653,0.327265831962513,3.35942580028813e-05
"V26",0.760909902648903,-0.310141377365845,0.000131159636628049
"V27",1.51042719627868,0.624158543531475,0.177135525936168
"V28",1.09317171614077,1.65260100654022,0.14206339213929
"V29",1.83722655326091,2.02239461923898,0.188078645082966
"V30",0.963709850501143,0.209745999391818,0.111387815312505
"V31",2.55823295641707,2.31377715410099,0.168961370609576
"V32",2.1498486232987,1.5475929331813,0.229292147702942
"V33",2.34760928166454,2.40931217627723,0.128034968010202
"V34",0.5523113206693,1.26195293351115,0.00222239223572798
"V35",0.604707552604357,0.890599606714138,0.00391583027827779
"V36",3.4818456548842,1.87233944821693,0.264854699406637
"V37",1.88323248792839,0.746010054416364,0.204116100739123
"V38",2.49732953876148,0.677092366319157,0.134265375207438
"V39",0.924712321866708,0.1562793047132,0.000248693656426363
"V40",1.64324142779935,2.74200098120433,0.111835341395099
"V41",2.04191426712108,2.69885464836738,0.221681543779586
"V42",2.1139896404511,0.705862689215298,0.247398593412361
"V43",1.90937799180653,1.53544569168838,0.21628520554989
"V44",2.10006398306424,1.57721247827586,0.206573637606642
"V45",1.40654145572063,0.1412052480503,0.208663761992391
