"","Dscrmn","Dffclt","Gussng"
"V1",21.2977814090187,0.965964699343901,0.0912466626498311
"V2",11.4174327237585,0.9974406679108,0.0552788169609051
"V3",20.8266774098235,0.952043766604806,0.116116957809228
"V4",5.49183614024229,0.934683277309744,0.0917018420407478
"V5",18.4344014928068,0.995981685898708,0.0449198189263503
"V6",-0.361087795298183,-4.2348541895725,5.27479578139451e-05
"V7",-0.390998357410957,-5.06631358007733,9.38080018001881e-05
"V8",-0.353562790159564,-3.88179156524612,4.71166623829689e-06
"V9",-0.402599101451751,-3.03952303635766,1.29796511498033e-05
"V10",-0.347529440476618,-5.29369153332155,0.000101499175516687
"V11",0.945900487799105,0.874786072489775,0.0880107147450111
"V12",0.600707625721456,-0.988424781268562,2.28605803846374e-06
"V13",0.202895735740264,2.80738461964916,0.00132615803686361
"V14",0.739538976106194,-0.636251431748689,2.06857890305212e-05
"V15",0.661587147258306,1.29176476686069,0.166267069889757
"V16",0.784668206058067,0.838527732592806,0.0499490916494008
"V17",1.38344731114016,2.26992299352183,0.091339193168278
"V18",0.383902173644887,-1.6978134508009,0.000372284466351787
"V19",1.0532117801727,1.04334281637742,0.0729312248763093
"V20",1.49908919811967,-1.41631180383676,1.8585544606904e-06
"V21",0.894500970654258,-0.424126272671949,2.70012527670106e-06
"V22",0.423339102672956,3.30375442713994,0.0145020475196278
"V23",1.55922181539432,-1.29446066036809,1.18500034165475e-06
"V24",1.07306736309028,2.69726556686075,0.16244878945241
"V25",0.115208257752366,11.3658487232435,0.0661905106015005
"V26",0.893469150697692,1.95581231659366,0.161095267856105
"V27",1.07614664969676,-1.02373659872721,2.12768809788983e-06
"V28",0.290671784366647,0.752261262271178,0.000170518933176953
"V29",0.347413908479436,2.49042001455771,0.00466323340022671
"V30",0.851489438781764,-0.929761560905317,3.71977777728774e-06
"V31",1.39171152805974,1.90640106483369,0.181454387864488
"V32",0.396514569623911,1.67911893955825,0.00143324968995325
"V33",0.223145383334082,4.47291774576765,0.00886070403100394
"V34",1.43727014504315,1.82169456076216,0.196143671725073
"V35",0.805473402988446,0.183082362025081,1.19615102387217e-06
"V36",0.773610554467922,0.0978008525722272,4.47009876732896e-05
"V37",-0.0874819903770508,-40.021901585723,0.134168018657348
"V38",-0.17941464179858,-14.5312371401881,0.132191826568816
"V39",1.1604550214384,1.43240950191452,0.078535948263276
"V40",1.17903424418939,-0.0368371673834028,0.000126246763677714
"V41",-0.384790222850906,-6.55378819114616,0.00413000009664789
"V42",0.804783823894634,1.90824641755904,0.0751679434702357
"V43",0.753394943704881,-0.24769502407984,7.31096337728267e-07
"V44",0.893359183595909,1.28503193786321,0.0584449112773935
"V45",1.00372569145184,2.31587521717022,0.10287091963128
