"","Dscrmn","Dffclt","Gussng"
"V1",5.55392236521315,0.933362763265461,0.107952183481461
"V2",6.33034587606962,0.95134126041667,0.0629883832202234
"V3",41.4085165617939,0.995952254517304,0.108543916666549
"V4",37.3565574705883,0.994691586045966,0.135221989708578
"V5",36.3768589821414,1.01857661993636,0.0555811246153154
"V6",-0.20881012939192,-9.73468233889831,6.74767419127046e-05
"V7",-0.39177269397604,-3.08855897915147,6.34689839347858e-08
"V8",-0.381558804136308,-5.4413741318451,1.77948694377967e-05
"V9",-0.300948567332334,-4.95509921107381,2.26853452197927e-06
"V10",-0.27302715497765,-6.02637012955576,2.48800974232243e-05
"V11",0.241377291215758,2.62930574294623,0.0017260989656807
"V12",0.712636336814236,-0.728505412635989,5.3096766287769e-11
"V13",0.519128732305711,-1.02735973193333,3.68086508719523e-07
"V14",0.997651853042678,0.814561736037011,0.107463559432839
"V15",1.13964247047326,1.56739539044056,0.119363118966408
"V16",0.299176774663059,1.52532239605126,0.00113715305335563
"V17",0.74816665819546,-0.0981001595725961,2.93625881765056e-08
"V18",1.25247411096649,1.69749653064314,0.187506745429562
"V19",0.165982928984233,4.4228426987492,0.0029109683431072
"V20",1.29075657367799,1.66321942755781,0.173779966268451
"V21",0.771502180278257,-0.0991594772261525,1.56058907301998e-08
"V22",0.401389646657027,-1.72499441678185,9.48188487440713e-05
"V23",1.02630126211059,0.985948081452776,0.0654295472331165
"V24",1.4147721992214,-1.41327019549561,8.96437650603597e-08
"V25",0.849562565190581,-0.272778665115015,1.72971636309719e-10
"V26",0.646571582917108,3.05378404591904,0.0921802542242944
"V27",1.00707665293977,2.04341896634841,0.133969148176323
"V28",0.803750439438834,-0.372084101598755,2.49659097683904e-06
"V29",0.86940829133908,1.09497824454208,0.034083024773565
"V30",1.05829630106453,2.29334246043801,0.106330956194485
"V31",0.308738084548649,2.91299487355426,0.00143769586557771
"V32",0.859200026923146,-0.989798256005956,7.91537940685253e-05
"V33",1.00690972553924,2.01052913156141,0.0790324055515718
"V34",1.16904615815488,0.705477404704921,0.11697955346062
"V35",1.34028330292871,0.600271143865374,0.187085093650909
"V36",1.12167324788968,1.18888715903708,0.0337708047910481
"V37",1.21926827173295,-0.145822073058233,6.23304790233631e-05
"V38",-0.864914465561084,-3.97874373322176,0.0345760736205518
"V39",1.12909132944127,1.94889986139918,0.186633014850864
"V40",1.08514028201392,-1.01781090493594,8.16018546645889e-07
"V41",0.269591694498673,0.883314405266981,0.0025308992958709
"V42",1.44880610542925,-1.11897235072225,4.01520713963933e-06
"V43",1.55780364795143,2.19000403345602,0.196856075102661
"V44",0.0730166142330805,14.2956600969306,0.00471208257318652
"V45",1.09682699876783,1.47428311684381,0.231125544878668
