"","Dscrmn","Dffclt","Gussng"
"V1",1.77271403501718,1.0829551776078,0.243019339863531
"V2",1.97038701149917,0.618433825702086,0.146830889616985
"V3",2.24632278435325,1.35629852133045,0.0766156961779894
"V4",2.11799225395994,0.829975130557819,0.222109350411224
"V5",1.49036464999721,1.79647249019553,0.16055321256965
"V6",-2.07855820759711,-7.25540959209044,0.116698329095466
"V7",0.997295597058152,2.3757358189866,0.225280338879767
"V8",1.36505339004094,2.18671631361708,0.0962400988412588
"V9",1.87720296361996,0.604176787207956,0.273823804500119
"V10",-0.687844786859088,-5.80231556028887,0.226144135694637
"V11",3.04862946023496,3.07926886372665,0.252091624426866
"V12",2.15905081233353,2.53295441427657,0.153308680528989
"V13",0.615181569798931,2.85910450122013,0.0930296209211052
"V14",3.14965267329203,1.82446194552764,0.194375564464707
"V15",1.46314983194939,2.70361225580879,0.199569651295296
"V16",1.45678363500438,1.33399670838659,0.184106332529361
"V17",0.11811652020591,8.93298663249633,0.0074899237972519
"V18",1.29789730909114,1.80910559886436,0.216967109488338
"V19",2.49007228656359,0.568510654220653,0.269233621521089
"V20",3.70011204651147,2.55977819125324,0.178429265746534
"V21",0.627723201589743,3.57115607803024,0.18842145167807
"V22",-1.31647312522047,-3.13917393296924,0.0717845495768967
"V23",-0.946585397916148,-4.97692162302057,0.128305873495552
"V24",1.54041815271412,3.24345099476796,0.161381855373177
"V25",1.24732923502139,2.51586861054402,0.185932613399426
"V26",1.18239144282879,1.40107282624912,0.151669818564126
"V27",0.596784737361982,0.674184063308486,2.91752436401677e-08
"V28",0.739791544944462,2.58156780655385,0.265415671079492
"V29",3.67886346636012,2.60357967001669,0.320711715569321
"V30",0.0153660119274993,31.1406888488707,0.204834514633764
"V31",0.702150292922782,0.166313262472362,1.0126604377815e-07
"V32",2.53924734776811,2.21151495649071,0.159843703082458
"V33",-12.354191177675,-2.57712631035228,0.1272343855862
"V34",2.39871851063982,2.49691621505617,0.174951805480847
"V35",1.62724448370627,1.74377001545909,0.253448747886417
"V36",1.11235515729777,1.26714595377869,0.0728795531949716
"V37",1.83126231951877,2.32534468669784,0.243368694089967
"V38",1.54625204101328,2.88781151247225,0.25720858060399
"V39",0.0261588864689791,29.472198541461,0.0149724165378023
"V40",1.22626335398528,0.268964567492604,0.0325657373704923
"V41",2.56392910064291,0.915047055474483,0.135883708765683
"V42",1.69256066919591,3.05146177711943,0.151163570809864
"V43",1.18427171965389,0.723256041968184,0.139245013335053
"V44",2.75374931858829,2.53681542838027,0.235818781645696
"V45",1.72977689696472,2.47515760599765,0.169979300661536
