"","Dscrmn","Dffclt","Gussng"
"V1",1.28295594995264,0.248531434078431,0.215670485569436
"V2",2.88370880389984,2.3591328637213,0.121977244691412
"V3",2.16150693505663,1.33788060319128,0.0422395745539346
"V4",2.7785592073116,0.954747601921559,0.127215612903776
"V5",1.78878254040685,0.435336456598236,0.208574080321284
"V6",2.15674335933585,2.64559754393876,0.163445162809747
"V7",3.30160502474914,1.93608726586645,0.0988547224548909
"V8",2.57874240445087,0.510501386537919,0.0909382793049509
"V9",0.797762581767684,-0.764819177940308,0.00178422994348115
"V10",-0.946004228433225,-3.38134743513932,0.100969251701442
"V11",0.0569581955971549,30.7849361002236,0.0208370290875962
"V12",2.02128024546705,1.65146730191527,0.237445107078164
"V13",2.44205159540965,1.73338888149088,0.198021470064009
"V14",1.33927932107967,-0.0386377022577785,0.110647936914219
"V15",1.02974152849898,1.8735349555738,0.0658921598094429
"V16",1.47711484963758,1.29871306722936,0.160091935021703
"V17",2.16479390655478,2.99298684895451,0.146177450933787
"V18",2.45200422696447,0.965139398991239,0.14560195397628
"V19",4.5534790931483,2.32406509565557,0.287962417384154
"V20",1.66879079692886,1.93955245619536,0.205429567508735
"V21",1.37226899863938,4.4210233918892,0.201569042460505
"V22",3.0103307954548,2.56729091219555,0.167274921745165
"V23",4.66180933664373,2.37352337576579,0.208844303000436
"V24",2.57587463978179,2.92406038660416,0.143044220231952
"V25",2.43850453690687,1.28850271225392,0.106513068213542
"V26",2.36113813308448,1.9714853155328,0.159950889611413
"V27",3.75133467347496,1.69529653233353,0.196413357192215
"V28",-1.99319399670027,-2.08253390708926,0.135567723492616
"V29",3.91463005204022,1.91601393943901,0.195540628602041
"V30",2.06841078183653,1.34794534169137,0.146200322295426
"V31",2.39824946363775,1.41806758087314,0.129294482645719
"V32",1.21932175443721,2.31359290555544,0.323540650835596
"V33",-1.57607234968622,-3.16136198518479,0.0981456439842355
"V34",2.13766710377437,1.45138031583251,0.10943990280668
"V35",2.42633443896491,1.98537434489898,0.18259490329803
"V36",1.33422971948327,2.37221496141095,0.118643786719181
"V37",1.0280198428924,2.77150429859963,0.117703508470855
"V38",8.58665277274486,2.6181675456706,0.129633725235
"V39",2.68859530795666,1.68847884138865,0.100725330025592
"V40",-0.122814083899875,-15.4725806626551,0.0373346822200867
"V41",3.05525754509956,2.23963465426569,0.21231089359356
"V42",0.108564717956494,12.8241717271506,0.00701658664939768
"V43",1.40554716402046,2.16900560479542,0.208154702871008
"V44",1.2160362785726,1.3986643004899,0.109915900647018
"V45",1.45814263409051,1.15856197197814,0.0707300153866872
