"","Dscrmn","Dffclt","Gussng"
"V1",1.17585336541088,1.90110006180928,0.263258713871085
"V2",1.53315717862176,0.230871345731582,0.219053488308965
"V3",1.47456470629321,2.28905778321126,0.368008076187
"V4",1.27513080706956,0.560144600657767,0.109183200545626
"V5",2.26857469970952,0.974126156861229,0.114135030970106
"V6",1.39899662234328,-0.0808792231734862,0.00061525963508887
"V7",2.42044813057873,1.54633479744142,0.172437151252447
"V8",1.108765855378,-0.611673163961949,0.000287683865375734
"V9",2.83798980939323,2.22644883325912,0.104764329632504
"V10",1.54070761944631,0.0801655474876188,0.179047451459636
"V11",0.764637218869125,-0.721080660333187,0.00396201241821876
"V12",2.16793973516835,1.27284699116577,0.159895124114671
"V13",1.73579733135543,0.382560311684512,0.140269014099405
"V14",2.37721480624079,0.539939640025773,0.129255897153585
"V15",0.851553477773295,0.117815962351327,2.49635141107082e-05
"V16",1.47701406836273,2.6306349511919,0.0961406692241131
"V17",1.62272639270499,2.67507382440239,0.215340473650223
"V18",1.95487718284762,0.441998705448302,0.221201985573374
"V19",1.72389848655299,1.39076982573346,0.192525331968918
"V20",2.12855785634267,1.38870552569289,0.182956322102879
"V21",1.3530936088316,-0.106343392223881,0.148195141173332
"V22",1.79050566044617,1.57329877785578,0.177042437977004
"V23",1.49613698889411,1.89081530307598,0.0971100226105749
"V24",-0.395561426149003,-4.57183428404755,0.0331182273475627
"V25",0.644605427957197,0.0642416554121279,0.000682851246389833
"V26",1.26628020427979,1.56785067925856,0.146201257468279
"V27",2.03576155014364,1.9431546641459,0.199030877940216
"V28",1.06490950046644,0.31524399084575,0.184213891859342
"V29",2.81598162572277,2.31915773855065,0.175567514156657
"V30",1.94503086105362,0.790427418143716,0.300100893084718
"V31",1.9186446426519,1.40284217575893,0.149211840099283
"V32",2.08104004944267,1.94228198626695,0.201594474585229
"V33",1.30510607189764,1.6236294084656,0.166756460634701
"V34",0.309906520051219,1.92394035885753,0.0148340248977779
"V35",1.45341341326019,0.554845942867235,0.145304848991298
"V36",1.29517047180075,1.46681312664451,0.175056649176769
"V37",0.914379668068674,2.51510162480538,0.104151671319029
"V38",0.993738680584741,0.453110331342616,4.07648761415992e-07
"V39",0.732342876685727,-0.18913553111785,0.000145518925640547
"V40",1.75872655889329,0.723496860696286,0.202908510703274
"V41",1.95580625718449,1.44590971376603,0.213207945655689
"V42",2.02979951665035,2.44076244619484,0.119872401928263
"V43",0.548064708364165,1.29158297042177,0.000150309908717979
"V44",0.523748164823859,1.03108054595467,0.0191467216121692
"V45",3.13866069077023,1.8359594139683,0.242837956231221
